value,user_id
RBK87GSV5YI,149
OME92LPL2QC,294
LGX68XRY8UN,113
NYC41CLV7LM,304
WPN21QDF0BU,151
CKF37AML5IG,414
GZY06FHV4QP,256
SYO16PSL4YU,193
RGH38JVR1WS,470
FSG29SDX9DB,113
CBB04OHK9HB,129
AMB28MYY7KQ,198
HGF57TTG5TC,106
HFV00SSJ5PB,397
TER27MWW2KP,488
WLG08HVR1DH,51
NPG32GDM1JU,490
FGY36KQG2LP,49
QQJ74SFG4MX,33
TGI70LEF1PT,361
LOQ21TPF4JJ,11
RQB67GIN8OD,386
JSU88WQR6PT,68
XLP85PWH3BC,390
PID97GNC5HE,189
RBZ33WOK8KP,394
RQG57TTX6ZC,290
BVB41IGJ5CL,89
EAP44KPD1WB,187
TKZ04QWE3PK,496
NDF25ETR1LZ,134
LQM30QNY4OX,454
QYN18YVW1JI,408
BXJ32ULK5HC,156
SYX32MIU6QP,116
OAT52NEW8WD,292
RCM57OOX6EI,122
NKG22MBB4BE,347
ESD25DVF3JI,383
EJE32CIR9UL,328
WFD68FKN5ON,152
PJK23DXK1WF,78
DDE78CBB4HJ,184
EPZ87KCB3IL,137
YET60MPE3RB,137
KFR06QUX2II,94
NDH54IRF3ZJ,14
UGC05QMW5SY,441
OPY80WVH4IF,262
FBY36BWN6UP,217
